x0      ortho_residual 
-7.07303820   0.60221440 
-11.10152132   -0.01185918 
-9.06616767   -0.28184902 
-9.16143130   0.09066326 
-9.08849932   0.66254480 
-9.80454719   0.23364763 
-8.97461053   -0.14036650 
-7.48578336   0.19454104 
-7.94183275   0.28024251 
-9.68547520   -0.18110746 
-7.45877096   -0.00176455 
-8.01400596   -0.02159456 
-8.51703676   -0.51005926 
-7.96493389   0.03150985 
-9.50857187   -0.17981026 
-9.39670180   -0.32720822 
-7.18563927   0.08772817 
-9.01988239   0.15710740 
-7.90471311   0.08361963 
-9.20665004   -0.42289913 
-7.85015459   0.19146927 
-7.11898206   -0.14582933 
-7.36100266   -0.11495496 
-8.89666246   -0.28790435 
-8.17965680   -1.07454960 
-8.26996697   0.61109429 
-7.89681835   0.70557159 
-8.66252929   1.16079060 
-7.52685012   -0.31446395 
-9.24464449   -0.07085153 
-9.35928060   0.36021399 
-10.35018568   0.03855243 
-8.91805091   -0.00397777 
-7.55175807   0.28245152 
-7.97325536   0.03861835 
-7.55048443   0.03433571 
-9.20953125   0.44663170 
-7.64545332   -0.21193545 
-10.28527854   -0.26106631 
-8.85195652   -0.18277192 
-8.90014618   0.10353641 
-8.61322597   0.45725001 
-8.36987866   -0.28130791 
-8.40270762   -0.93580152 
-8.52247843   -0.03915637 
-8.16658917   0.02018484 
-8.81537109   0.28492164 
-8.09948800   -0.10502562 
-8.73953892   0.01085808 
-7.70024616   0.21395973 
-8.39144773   -0.32554786 
-9.19088113   0.72584335 
-7.27581790   0.50466233 
-8.08932082   -0.38629435 
-7.05315516   0.10762118 
-10.00479291   -0.23454165 
-8.36450916   0.57243672 
-7.11077089   0.58153994 
-8.39063694   0.21581134 
-8.42980586   0.01838689 
-9.34684218   0.04823190 
-7.79218802   -0.70526683 
-8.34730222   0.73873536 
-8.02541416   0.09148556 
-10.21227160   0.21428402 
-11.19800012   -0.77679848 
-8.98171614   -0.25679051 
-6.79458789   0.27154103 
-11.25125617   -0.27762020 
-7.57925517   -0.12153932 
-9.41865437   -0.08474578 
-8.15358101   0.16836741 
-7.73128447   -0.36954700 
-7.23877560   0.23550450 
-10.48350070   0.39720587 
-7.01334409   -0.00091475 
-7.60877874   -0.12423923 
-10.06752930   -0.02727266 
-8.24491219   -0.00295687 
-7.59286256   -0.13918701 
-7.44259360   0.03000815 
-7.47095070   0.03242167 
-8.23251878   0.27400336 
-6.94649416   0.22324483 
-9.35931459   -0.30360515 
-9.23835999   0.06487771 
-7.20259458   0.28097684 
-10.95035847   -0.39018947 
-7.96054984   -0.13549243 
-8.16095197   0.23026287 
-8.91203012   0.07035225 
-7.61774672   0.60637795 
-8.26707054   -0.21389453 
-8.88184202   0.04682205 
-9.96341286   -0.06203623 
-9.70393768   -0.02400191 
-8.55311401   0.11319335 
-8.54040399   -0.31021852 
-9.57157485   0.59249488 
-10.30903268   -0.11199408 
-7.97313679   -0.46690924 
-10.13901376   -0.20176815 
-7.20597825   0.27775954 
-6.89361916   -0.04923716 
-7.28963935   0.00265540 
-7.40336749   0.09223353 
-7.67128164   0.28578598 
-7.44184890   0.05014186 
-8.93978710   -0.72801020 
-8.96700694   0.48753917 
-8.37784909   0.31928551 
-8.26135688   -0.32375017 
-8.64759323   0.11332367 
-7.19779195   -0.00703421 
-8.17282043   0.38629757 
-8.42512187   -0.03874286 
-10.15288456   0.50362667 
-9.17595162   0.00556252 
-8.09551959   0.63528577 
-8.52091408   -0.01439637 
-8.24673524   0.56272949 
-7.73402974   0.16670702 
-7.09935619   0.45237727 
-7.64436755   0.14773395 
-7.78926758   0.24096124 
-7.95628034   0.05025296 
-7.80904145   0.39317579 
-9.66638761   0.08222605 
-8.37560279   -0.35608608 
-8.70713373   0.36018610 
-8.22102383   0.12082232 
-7.87018596   -0.13681774 
-9.49170995   -0.03074690 
-8.71458087   0.29554703 
-10.53419290   -1.07893200 
-9.41495849   0.07234382 
-9.07144454   0.60943805 
-10.09507676   0.02890250 
-7.47804085   0.28070786 
-7.36107862   -0.13441943 
-6.58275732   0.37115308 
-9.31994889   -0.39532388 
-7.08166180   0.24117831 
-8.09709181   0.12336437 
-9.75713032   0.49036529 
-8.36095943   -0.49017674 
-9.29009756   -0.37879633 
-7.30651339   -0.54229801 
-7.15888444   0.45031199 
-7.35951510   0.08092696 
-9.12714435   0.20310584 
-9.94119892   0.38268392 
-8.29153731   -0.30206317 
-9.90515110   0.15638480 
-7.03738508   0.10443264 
-7.16176689   -0.34852692 
-10.54192853   0.26463624 
-7.70507768   0.05347788 
-7.60380278   -0.16854035 
-9.86274384   -0.23550576 
-7.99677163   -0.25531147 
-8.17731013   -0.21025885 
-8.82270964   -0.80558490 
-8.93918691   -0.07351470 
-8.77721396   -0.09515210 
-10.18136166   0.42106657 
-8.09606114   -0.12360807 
-8.11167016   -0.19077008 
-7.51539891   0.02493923 
-8.13068286   0.13136498 
-7.90343371   0.07061389 
-7.96344497   0.88383876 
-8.49660193   -0.23891419 
-9.88796327   -0.25383125 
-9.32230858   0.09568604 
-9.96945062   -0.11205750 
-7.61828730   -0.09484892 
-8.81532678   -0.08120478 
-8.00791485   -0.21588749 
-9.76325643   0.11810605 
-8.08049303   0.00974688 
-8.72846301   -0.23991419 
-7.80255547   0.14295723 
-7.53138721   0.24992529 
-7.84924298   0.25083827 
-7.89978898   0.03291091 
-7.37383306   -0.26375582 
-9.47906137   -0.07666540 
-8.80231335   0.55577280 
-7.41743497   0.15881126 
-6.99286466   0.30280675 
-7.77455353   0.09185256 
-8.42256894   0.00045350 
-10.79687004   0.10381245 
-7.92516295   -0.61959634 
-9.79204369   0.02057101 
-6.80932337   0.51844494 
-8.72013529   0.03786605 
-7.50923347   0.28200639 
-7.56590137   0.09149483 
-8.87801835   0.57879084 
-7.82714923   -0.69969886 
-8.80108265   -0.38221557 
-8.26284125   0.30359232 
-9.42565220   -0.02019240 
-8.73064785   -0.38435425 
-8.74428294   -0.12810164 
-9.98895898   0.10379795 
-8.34621516   0.12642670 
-7.93909017   0.55020909 
-8.28103725   -0.30357618 
-10.15379398   -0.02889959 
-8.98084115   -0.00991372 
-11.40459862   -1.05491910 
-7.63168861   0.53761183 
-7.76239628   -0.00146643 
-9.64013203   -0.07002350 
-11.51361315   -0.44710592 
-7.76453280   0.01790359 
-10.64878776   0.06373387 
-10.58555822   -0.05070940 
-7.52373687   0.17347584 
-8.24935890   -0.17389775 
-7.81712777   -0.30900494 
-7.24910291   -0.46629342 
-7.30220398   -0.13347805 
-10.96899344   -0.55922497 
-10.74248211   -0.07212175 
-10.06130737   0.18923570 
-8.40390878   0.25668520 
-7.27093333   0.35441122 
-7.23401291   -0.35666574 
-10.38102321   -0.29446213 
-8.30826839   0.47145115 
-7.90724121   0.30464525 
-11.28421259   0.04675999 
-8.73553767   -0.04308936 
-8.84323631   0.08598001 
-8.98447921   0.08525492 
-7.46589546   -0.04713926 
-7.50977446   0.05184823 
-8.99730524   -0.03241329 
-8.08341555   -0.02504159 
-7.75093997   -0.12808471 
-8.00144391   -0.20940114 
-8.17255379   0.03041383 
-7.46242407   -0.04809000 
-9.45309280   -0.14352407 
-9.59492223   0.04163534 
-9.64993860   -0.25498004 
-11.60049945   -1.43466560 
-7.25944070   0.30445768 
-10.41850809   -0.61508872 
-8.10744357   -0.34010798 
-9.40129177   -0.12853796 
-8.01707856   -0.49370909 
-7.72932867   0.10346157 
-10.21567173   -1.14121816 
-7.31694163   -0.16971974 
-9.95207664   0.25453899 
-6.60788355   0.81192455 
-8.68785330   -0.13478129 
-9.01599368   0.52796844 
-7.03247944   0.09937088 
-8.84078353   0.24526047 
-6.23299261   0.73415141 
-8.51550493   0.15903981 
-6.91929461   0.06551196 
-10.02080619   -0.29704286 
-6.67337033   1.00416997 
-11.04498248   0.82174920 
-7.41960631   1.00193564 
-8.05677710   -0.00752369 
-8.98025871   -0.17719045 
-7.30031208   0.09716687 
-10.44873239   -0.17806577 
-8.03658296   0.05719176 
-9.06711491   -1.19581966 
-10.00778036   0.65287628 
-7.36301415   0.99437856 
-7.35810884   0.04811877 
-7.68508041   0.31637174 
-8.85778358   -0.54847347 
-7.20485547   -0.40610154 
-9.23422223   -0.18145773 
-6.94091803   0.08249160 
-10.23176086   0.20511009 
-7.53298778   0.52021291 
-8.18849172   -1.00550625 
-7.50264196   0.17746605 
-6.60239660   0.18733705 
-7.10541386   0.12938457 
-10.61531222   -0.02772975 
-7.63661199   -0.87066016 
-6.97354266   0.17794314 
-8.97988968   -0.37531785 
-10.25537307   0.12788182 
-8.54524524   0.20867764 
-8.00274407   0.04825029 
-9.62840736   0.33918936 
-7.21556387   0.52370192 
-7.72431182   0.61490720 
-9.11019715   1.20200700 
-7.79116119   -0.13982093 
-9.15869880   0.09126509 
-9.14899126   -1.17735610 
-7.72319345   0.03813840 
-8.38326375   0.02128798 
-7.52384472   0.00693617 
-7.04238225   0.03905338 
-9.80279569   0.49377933 
-8.32277170   0.58196187 
-8.08734750   -0.28096433 
-7.68974720   0.04683974 
-8.49074400   -0.12904542 
-8.80906041   -0.29550581 
-9.75824035   1.39955290 
-6.99561272   0.31386903 
-8.22909299   -0.19604689 
-10.20605449   -0.09267786 
-8.47853506   -0.19031805 
-8.59843185   0.10940278 
-10.01494104   -0.02486732 
-8.54956189   0.00702004 
-10.27679639   -0.00705664 
-8.63836787   0.06650874 
-9.89613509   0.18996529 
-7.24929749   -0.08177694 
-7.99525898   0.02673955 
-8.36283335   0.18718004 
-8.58997427   0.52312954 
-9.34804016   -0.03490360 
-7.67299843   -0.34054576 
-8.17333004   0.03505215 
-9.21778527   0.25017509 
-7.87070802   -0.14151747 
-7.65199022   0.25542330 
-9.80945532   -0.77943965 
-7.83969039   -0.22049916 
-8.42245394   -0.18430650 
-9.54755218   -0.03524917 
-7.39150105   -0.46150053 
-7.92037856   -0.29003045 
-7.59170691   -0.21524438 
-7.18296872   0.30623847 
-8.91420367   -0.14879835 
-8.73936375   -0.31219611 
-8.78856907   0.17622680 
-8.47710548   -0.24959356 
-10.53285095   0.24160697 
-7.84633033   0.20411267 
-7.94183666   0.47667633 
-9.68379935   0.42711963 
-9.43152154   -0.03177194 
-8.30293834   0.32742266 
-9.91088425   0.07608793 
-9.61111883   0.29524661 
-8.00116115   0.78813189 
-7.77338355   -0.16141668 
-7.51032264   -0.21302453 
-8.12002142   -0.45200415 
-7.43999137   -0.00463026 
-7.39289192   0.36926122 
-11.17829489   -0.22039432 
-7.99037273   -0.49313576 
-8.79851910   -0.15884807 
-10.04789802   -0.10402293 
-8.26132301   -0.10854392 
-8.81521570   0.35624617 
-9.60255837   0.14759350 
-9.03173484   0.31150282 
-7.15286166   0.28310610 
-9.51055436   -0.07211803 
-8.47025910   -0.05719877 
-8.32224054   -0.13487349 
-8.76536179   0.10702446 
-9.55850704   0.03674365 
-10.66962538   -0.15672912 
-7.87996273   1.59159312 
-8.38515036   0.37081029 
-9.29807487   0.11957403 
-9.77171546   -0.04071989 
-9.16701637   -0.27499991 
-7.62928753   0.09840110 
-7.86319663   0.01487819 
-9.39779060   0.23500749 
-8.27873964   -0.04962573 
-9.03792533   -0.46046020 
-9.48926743   -0.20910837 
-9.25846535   -0.20647405 
-8.51856044   0.07662798 
-9.34591895   -0.58020598 
-9.02325546   0.09356541 
-6.63918514   0.59990701 
-9.57858377   0.09285612 
-10.54903167   0.27979120 
-9.42487159   -0.18072556 
-8.09633674   0.19391580 
