x0      ortho_residual 
-6.71857810   0.37464367 
-6.65491546   0.60117505 
-9.25427871   -0.12341842 
-10.44175959   -0.38689384 
-7.45394675   -0.25534433 
-8.49702127   -1.29303072 
-9.09745617   0.15469918 
-9.08308621   0.26327476 
-8.61642718   -0.85837569 
-8.97771491   -0.82817159 
-7.17078826   -0.37220586 
-6.96531101   -0.08721791 
-7.79614603   0.25173798 
-8.17788520   1.32070808 
-7.52596916   -0.07551026 
-9.41528390   -0.11254830 
-7.07783232   -0.04427395 
-9.25121226   0.58238504 
-8.64390846   0.37695704 
-7.61419585   0.11123004 
-8.89001385   -1.31266171 
-10.23905988   -0.59484788 
-9.69492242   -0.11996078 
-9.85772453   1.79453254 
-7.64564341   -0.73225785 
-7.15030539   0.24744734 
-7.90376598   0.08360688 
-9.21243662   -0.90918809 
-7.72478739   0.28253213 
-7.16533860   -1.03721666 
-10.26793779   -1.33008244 
-7.96316843   -0.62696353 
-8.18873689   -0.56246796 
-7.55806645   -0.88931584 
-10.51874579   0.02854547 
-7.54723548   -0.72778854 
-9.75333470   0.38305954 
-8.43070100   -0.63202546 
-8.16461766   -0.37033392 
-8.66608644   -0.23061928 
-7.34721988   0.19669241 
-8.49423156   -0.24644757 
-7.63789917   -0.61617141 
-7.17607364   0.36352882 
-7.45961964   0.11000718 
-9.44927835   0.53892333 
-9.54831667   -0.76444293 
-9.41081755   -0.09929801 
-10.23291744   -1.83885247 
-9.76929266   -0.94788420 
-8.54744074   -0.05523621 
-9.07547558   0.04478975 
-8.72909209   0.23030794 
-8.40955973   -0.49614493 
-8.49760405   0.24849606 
-7.07405111   -0.06104673 
-9.15424398   0.38989332 
-7.38526081   -0.18209101 
-9.76866764   0.31767461 
-9.43886879   -0.38568911 
-10.48427547   -0.48079687 
-7.37835537   0.82425749 
-7.13168345   -0.05026265 
-8.78843437   0.24947722 
-7.14429926   0.03291721 
-8.34226932   0.60931819 
-6.89738376   0.00116805 
-8.21580652   -0.93090653 
-7.25694777   0.45990993 
-7.06313828   -0.02643793 
-12.07265855   -0.80062551 
-8.08418555   0.48772633 
-9.66035292   0.16336213 
-8.27490742   0.01707722 
-8.72539947   0.08611233 
-7.64296673   -0.36615306 
-8.26530974   -0.27701954 
-9.66048683   -0.73682880 
-11.24828150   -0.72060764 
-7.88811107   0.12717092 
-8.19668195   0.28442688 
-8.11726629   0.10784281 
-8.05636661   -0.81526258 
-7.46401057   -0.28742016 
-7.60721595   -0.01012090 
-8.50720474   -0.23637104 
-8.60738563   1.13455918 
-8.52892243   -0.81816543 
-9.07109766   -0.39947670 
-8.62715400   -0.13577043 
-7.32810393   -0.59160990 
-8.90672500   -0.73080999 
-7.69015666   0.29191761 
-9.02055884   -0.95898783 
-7.23736521   -0.43891309 
-8.07474857   0.08523447 
-11.36378353   0.28386792 
-9.24339740   -0.37967282 
-9.19477566   -0.27518012 
-9.44945794   -0.42154000 
-8.92125900   -0.25961785 
-8.85532023   -0.72662901 
-7.83373182   -0.75523829 
-7.46415012   -0.45527829 
-8.44025392   0.61004138 
-7.66156320   0.10336319 
-8.99092061   -0.02107165 
-8.48692773   -0.56633095 
-7.83239909   0.12653429 
-9.07162439   0.23122137 
-9.81748736   -0.77914953 
-7.25593728   0.19556184 
-7.09885717   -0.61188583 
-9.00375537   -0.00240170 
-8.75422467   -0.63795637 
-8.36011767   0.71290892 
-7.63821225   -0.11803612 
-7.47606882   -0.73920990 
-7.42873455   0.06433303 
-9.14808025   -0.20029172 
-7.49100092   0.63327625 
-9.71792053   -0.45443491 
-7.65263933   0.47470726 
-9.32246741   0.06599275 
-8.50145698   -0.93098165 
-9.69487941   0.07547884 
-8.17421563   -0.33922238 
-10.17876213   0.22331403 
-7.97179066   -0.12479437 
-9.17908277   0.36912185 
-9.24981444   -1.56954295 
-7.53616795   -0.25174465 
-9.39846771   -0.09664298 
-7.83067769   -0.44111787 
-10.06158813   0.10549914 
-10.08515131   -1.91194661 
-9.28587794   -0.34872343 
-7.25263197   -0.31709746 
-8.52074977   -0.67980219 
-8.36624655   -1.10379720 
-8.26756556   -0.01315240 
-8.40925980   -0.24076858 
-8.39521602   -1.08645448 
-8.06032928   -0.13172115 
-9.36771345   0.80695559 
-7.77877395   0.01868112 
-8.21484274   0.25663878 
-9.85486268   -0.12644894 
-7.80229169   -0.19030692 
-8.63968939   -0.65919275 
-7.82720903   -0.94692874 
-10.62310432   -0.13370599 
-8.65910055   0.13948135 
-8.38724785   0.07344514 
-8.07253698   0.25532820 
-8.35738200   0.13028817 
-9.43112424   -0.46530543 
-7.78530015   0.15381511 
-9.47787195   -0.12723865 
-8.16987228   -0.25915520 
-9.40811755   -0.00090734 
-11.52978995   -0.88068735 
-8.95323792   -0.03534653 
-7.39891691   -0.15434005 
-11.66814206   -0.49671899 
-7.16874310   0.13979529 
-9.16383924   0.03252149 
-8.17327556   -0.30654889 
-7.77511977   -0.31317020 
-7.60805221   -0.28226918 
-8.45787441   0.63045321 
-7.01778830   0.02454347 
-8.07855841   -0.47730187 
-10.18634770   -0.42498254 
-8.27693539   -0.27257042 
-7.82695433   -0.53097834 
-7.78281577   -0.61928715 
-7.29821916   0.08137168 
-8.25707142   -0.01523862 
-7.44459538   -0.47514186 
-8.07241940   1.05415230 
-9.36489541   -0.20998614 
-7.40321814   -0.20828234 
-10.45566191   -0.29044527 
-8.05624733   0.26531415 
-8.40719099   -0.09754208 
-9.16111445   0.45792445 
-8.79486706   0.11336990 
-7.49758291   0.82528548 
-8.59679749   -0.13108214 
-9.97326529   -0.39070763 
-10.21752064   -0.05359211 
-8.72425273   -0.02355968 
-8.43909600   -0.15401904 
-10.82160087   -0.35354701 
-11.03494137   0.73482468 
-7.80216746   -0.17980179 
-10.55622905   -0.78042796 
-8.82157087   -1.15038617 
-7.28570236   -0.43495553 
-8.10218925   -0.87559305 
-7.89157115   -0.79817949 
-8.06704005   0.04686589 
-7.81649555   -0.29335673 
-9.31824833   -0.00022915 
-9.98684451   -0.06501672 
-7.73267737   -0.43184905 
-8.01463085   0.16225855 
-8.80021398   0.04357140 
-7.73106578   -0.56587698 
-8.40975114   -0.01876235 
-8.75106773   -0.60219133 
-9.67909465   -0.02498368 
-8.76250408   -0.25861942 
-9.43677548   -1.43685437 
-8.42854182   0.03341141 
-8.64603873   -0.02847019 
-7.87463712   -0.29135947 
-7.75001338   -0.00369121 
-7.35166989   -0.31170189 
-8.23302342   -0.18898254 
-6.84652910   0.89225306 
-9.28957049   -0.05742733 
-9.89308926   -0.37258124 
-8.89667184   -0.81256528 
-8.97546080   -0.16669911 
-7.70982759   0.60519452 
-7.38990607   0.33861599 
-9.55023121   -0.14115972 
-7.93217673   -0.04681876 
-9.98149280   -0.27262162 
-9.90293856   0.77203776 
-9.63032283   0.00006401 
-9.35525193   0.19444041 
-7.88465267   -0.27065802 
-7.50841689   -0.40154886 
-6.95710147   -0.33157470 
-8.81537491   -0.18490142 
-7.43618962   -0.15584582 
-8.52942667   -0.20591994 
-10.00521621   0.16706365 
-8.54606091   -0.14107694 
-9.16462819   0.02610103 
-7.42767196   -0.75705725 
-8.20787356   -0.65808668 
-7.22653170   0.56618162 
-9.04412003   0.01677836 
-11.10135169   -0.34869043 
-8.41322406   -0.00313585 
-10.56083920   -0.00957424 
-6.95269023   0.14259980 
-6.94093340   -0.18939132 
-9.11811255   -0.09212300 
-7.32657211   0.12834844 
-7.32546538   0.01541823 
-9.16267841   1.41851189 
-8.54609189   0.30236786 
-9.09960523   -1.04607560 
-8.42963726   -0.01640300 
-8.71834286   0.28438152 
-9.48709456   -0.38966501 
-9.42479429   0.20557086 
-8.85449538   -1.22343335 
-8.16490815   -0.27335644 
-7.56586059   -0.11966817 
-8.12508173   -0.26893792 
-8.32080968   -0.58853570 
-8.50659209   0.25720832 
-8.99540617   -1.03851847 
-10.92818689   -0.78308081 
-8.65771008   -0.10242463 
-10.07043122   0.22781838 
-7.90078759   -0.60090862 
-8.77867384   0.11771349 
-8.03455101   -0.16225463 
-9.31599679   -0.32056459 
-8.16953162   0.32906277 
-9.17506439   -1.03202659 
-8.39566734   -0.24973832 
-7.50085499   -0.02834658 
-8.07726076   0.54542972 
-8.61573466   0.30555852 
-7.82518611   -0.54744192 
-9.30673583   -0.23923650 
-8.07674959   -0.68450880 
-7.55281801   -0.44804396 
-7.08827800   0.08826430 
-7.51646864   0.26864783 
-9.23848966   -0.50773229 
-10.98257839   0.36652087 
-7.65340581   -0.25647864 
-9.65586373   -0.36735184 
-8.21845675   0.15024954 
-8.57677348   0.33950238 
-7.89302075   -0.43655281 
-8.00674477   -0.37348033 
-10.47358302   -0.12504373 
-8.11063137   -0.47549863 
-9.22788153   0.50705682 
-8.88872674   -0.74850235 
-9.58731619   -0.07174669 
-7.44113506   0.35029261 
-8.96214495   -0.36109436 
-8.72909481   -0.33422604 
-7.83086767   0.09432721 
-8.03368653   -0.16302018 
-7.64420611   -0.08451641 
-9.93913962   -0.06444926 
-8.52551868   -0.59129586 
-10.75065132   -0.26939268 
-8.40735863   -0.55844349 
-7.60406259   -0.64722447 
-10.34772484   -0.09905828 
-10.72895894   -0.32688059 
-6.83160748   1.31957707 
-10.68852580   -0.44131436 
-9.96556369   0.45930112 
-7.58515028   0.26383625 
-8.55970541   -0.45409527 
-7.71106606   -0.18820719 
-7.18043805   -0.19414807 
-7.99377101   -0.64558278 
-9.47131049   1.24393759 
-10.44411539   -0.22267145 
-11.16038721   0.17181146 
-9.06102064   0.00663963 
-8.28039170   0.12030496 
-6.71568343   0.04592737 
-8.89043479   0.23302483 
-9.36663051   -0.01096084 
-8.49809163   -0.49786943 
-10.27463348   0.62710972 
-9.24407314   0.32762120 
-8.90516190   0.03587668 
-9.69774787   -0.07453627 
-7.72862174   -0.27597226 
-8.06929408   -0.03105743 
-9.15992116   -0.29114462 
-8.16021412   -0.82180190 
-7.43584918   -0.10457616 
-7.49407619   -0.05910776 
-9.21153607   -1.13687422 
-8.01326994   -0.83125575 
-9.28064563   -0.00268284 
-10.20944106   -0.44059891 
-10.06808064   -0.90011198 
-10.30096863   0.28479832 
-8.06660312   0.04218496 
-9.33022250   0.56794359 
-8.04947711   -0.03517657 
-9.24035194   0.24582689 
-7.98230140   -0.44736578 
-7.90018449   0.14027214 
-9.25357835   -0.24225947 
-7.28022114   -0.24928384 
-11.38537460   -1.34543302 
-7.37230610   0.03590282 
-8.28918507   0.22202524 
-9.51792856   -0.11064157 
-7.62325820   0.25153356 
-9.39053909   -0.64718858 
-7.89020103   -1.16921897 
-8.95317692   0.34358915 
-7.05303107   -0.22998635 
-10.22223222   0.45079772 
-9.03764715   -0.25314678 
-10.67153685   0.53153125 
-8.45234362   0.22349831 
-8.03632215   0.17145680 
-9.25258959   -0.69151751 
-7.55661754   -0.17267353 
-10.05227570   0.08775118 
-8.00022723   0.11465860 
-8.42331912   0.21403401 
-10.76843932   -0.14931879 
-7.84342529   0.08869573 
-8.77401842   -0.84343047 
-8.48332497   -0.47194165 
-8.97787132   -0.88282500 
-6.98187069   0.16551596 
-10.09015438   -1.41835139 
-7.50485367   -0.36727446 
-10.26380348   -0.61452920 
-8.26561120   0.09312562 
-7.25265760   -0.00530597 
-7.76779853   -0.28933811 
-7.96074246   -0.29146175 
-7.63218493   -0.60121825 
-9.72471086   0.49071911 
-7.61722693   0.10440911 
-8.03179904   0.15585436 
-8.71696746   -0.34021756 
-9.96295722   -0.55488241 
-8.14308724   0.63127658 
-7.03211141   2.03451057 
-10.78717201   -1.20817360 
-7.00637906   0.26664021 
-7.76801340   0.50626746 
-10.00165468   -0.10141469 
-8.02169234   -0.40645426 
-9.07149921   0.01702655 
-8.25840157   0.39693413 
-8.58278986   0.05122634 
-8.66675805   -0.31097788 
-8.02446061   -0.07047807 
-7.27986016   -0.03755997 
-8.32672286   -0.11244217 
-8.15332065   0.60016811 
-9.11281437   -0.96337252 
-7.42713573   0.16595064 
-8.48231917   -0.01641782 
-8.98971508   -0.56364017 
-9.58564949   1.76504727 
-7.29917116   0.78186105 
-8.12337531   -0.33483396 
-9.66672184   0.31485619 
-7.62969785   -0.20109624 
-7.97592379   -0.08767005 
-10.19357529   -0.81130632 
-8.47811422   -0.21367573 
-10.80911288   0.45858691 
-9.29254629   -1.05871973 
-9.65949372   -0.32359376 
-7.47114431   -0.43111271 
-7.39697552   0.49379320 
-8.42988944   -0.14449699 
-9.39858178   -0.27099524 
-9.52591927   -0.28446024 
-7.47979719   0.17892150 
-8.45512102   -0.79362311 
-9.55176379   0.15631917 
-8.41490497   -0.74399788 
-7.76468793   -0.23111875 
-8.63634573   0.30049045 
-7.51366291   0.35094116 
-8.88925488   -0.89263874 
-9.19587740   -0.34164792 
-7.42242431   -0.25912519 
-7.94052274   -0.54649344 
-7.61484474   -0.44983655 
-7.78008622   -0.13101935 
-9.10752948   -0.28906796 
-9.11249247   -0.78882486 
-9.29539893   -0.15110933 
-8.71195870   -0.31719812 
-9.83659680   -0.29583048 
-8.16568071   -0.70409057 
-8.23229599   0.06394511 
-9.99293914   0.17838336 
-9.49618945   -0.10231331 
-8.62466783   -0.07023123 
-9.01103442   -0.06180756 
-9.90062661   -0.08060973 
-8.82474407   -0.22557203 
-7.60900553   -0.51740425 
-6.99322585   0.04587335 
-8.23119523   -0.43671160 
-6.44022085   1.29835411 
-7.43631994   0.07831268 
-10.54394561   0.02419702 
-8.80480623   -1.28540021 
-10.42567845   -0.97824098 
-9.97639081   -0.43503936 
-7.12235414   1.24647936 
-9.13954583   -0.05144777 
-10.20485864   -0.78505122 
-9.20631124   -0.06757955 
-7.44787990   0.30079590 
-9.90762577   -0.56841330 
-9.01890437   -0.90755131 
-9.73065114   -0.62074127 
-8.98028440   -0.20409987 
-9.39829365   0.30358017 
-10.56040773   0.16186311 
-9.22751334   0.06847830 
-7.77179483   -0.01107554 
-8.15145301   0.51662465 
-9.69449891   0.44484925 
-9.25357638   0.06779492 
-7.91445548   -0.31849274 
-8.51731135   -1.04351436 
-8.93135783   -0.55792629 
-7.73112615   -0.11406209 
-8.57315850   -0.04208028 
-9.33061801   0.03183211 
-9.67198256   -0.34502098 
-8.63059177   -0.42108968 
-9.25407438   0.23444393 
-7.87136921   0.15582988 
-7.52045597   -0.68890598 
-11.31975043   0.35793777 
-10.15830098   0.66002634 
-8.74761256   -0.00448802 
-7.52870167   1.10232969 
